Papel,Nome do fundo,CNPJ,Valor,Ticker,Ano
FGAA11,FGAA11,42.405.905/0001-91,4183639.2,AAZQ11,2024
FGAA11,FG/AGRO FI NAS CAD PROD AGROINDUSTRIAIS - FIAGRO-IMOBILIÁRIO,42.405.905/0001-91,4688049.6,AAZQ11,2023
RINV11,REAL INVESTOR FII,44.625.612/0001-45,566000.0,AFHI11,2023
RINV11,REAL INVESTOR FII,44.625.612/0001-45,1005500.0,AFHI11,2022
SNCI11,SUNO RECEBIVEIS IMOB FII,41.076.710/0001-82,295084.62,AFHI11,2022
SNCI11,SUNO RECEBIVEIS IMOB FII,41.076.710/0001-82,2555750.0,AFHI11,2021
SNCI11,SUNO RECEBIVEIS IMOB FII,41.076.710/0001-82,2555750.0,AFHI11,2021
SNCI11,SUNO RECEBIVEIS IMOB FII,41.076.710/0001-82,2555750.0,AFHI11,2021
SNCI11,SUNO RECEBIVEIS IMOB FII,41.076.710/0001-82,2555750.0,AFHI11,2021
SNCI11,SUNO RECEBIVEIS IMOB FII,41.076.710/0001-82,2555750.0,AFHI11,2021
SNCI11,SUNO RECEBIVEIS IMOB FII,41.076.710/0001-82,2555750.0,AFHI11,2021
SNCI11,SUNO RECEBIVEIS IMOB FII,41.076.710/0001-82,2555750.0,AFHI11,2021
SNCI11,SUNO RECEBIVEIS IMOB FII,41.076.710/0001-82,2555750.0,AFHI11,2021
SNCI11,SUNO RECEBIVEIS IMOB FII,41.076.710/0001-82,2555750.0,AFHI11,2021
SNCI11,SUNO RECEBIVEIS IMOB FII,41.076.710/0001-82,2555750.0,AFHI11,2021
SNCI11,SUNO RECEBIVEIS IMOB FII,41.076.710/0001-82,2555750.0,AFHI11,2021
SNCI11,SUNO RECEBIVEIS IMOB FII,41.076.710/0001-82,2555750.0,AFHI11,2021
SNCI11,SUNO RECEBIVEIS IMOB FII,41.076.710/0001-82,2555750.0,AFHI11,2021
SNCI11,SUNO RECEBIVEIS IMOB FII,41.076.710/0001-82,2555750.0,AFHI11,2021
SNCI11,SUNO RECEBIVEIS IMOB FII,41.076.710/0001-82,2555750.0,AFHI11,2021
SNCI11,SUNO RECEBIVEIS IMOB FII,41.076.710/0001-82,2555750.0,AFHI11,2021
SNCI11,SUNO RECEBIVEIS IMOB FII,41.076.710/0001-82,2555750.0,AFHI11,2021
