Ticker,Trimestre,% despesas,% em caixa,Div. Yield,Inadimplência,Negócios/dia,P/VP,Patrimônio,Qnt. cotas,Qnt. cotistas,VP por cota,Vacância,Valor merc.,Volume diário,Data,Ano,Mes,Dia,Preco_Cota,VPC,Rendimento_Anual,Cap_Rate
CXTL11,3T2017,0.0039000000000000003,0.016,0.0421,0.0,2.0,0.56,53440000.0,53600.0,764.0,997.07,0.25,30010000.0,13920.0,2017-07-01,2017,7,1,558.3592000000001,997.0149253731344,23.506922320000005,7.833029763412198e-07
CXTL11,3T2018,0.004,0.0102,0.0264,0.97,3.0,0.66,51010000.0,53600.0,633.0,951.7,0.5,33710000.0,13940.0,2018-07-01,2018,7,1,628.1220000000001,951.679104477612,16.5824208,4.919139958469298e-07
CXTL11,3T2019,0.0051,0.0126,0.0315,0.03,3.0,0.54,37850000.0,53600.0,577.0,706.29,0.25,20450000.0,12890.0,2019-07-01,2019,7,1,381.3966,706.1567164179105,12.0139929,5.87481315403423e-07
CXTL11,3T2021,0.0060999999999999995,0.0064,0.04650000000000001,0.0,9.0,0.63,34050000.0,53600.0,704.0,635.29,0.67,21440000.0,12310.0,2021-07-01,2021,7,1,400.23269999999997,635.2611940298508,18.61082055,8.680420032649253e-07
CXTL11,3T2022,0.008100000000000001,0.028300000000000002,0.0139,0.0,4.0,0.58,35990000.0,53600.0,605.0,671.55,0.67,20790000.0,9520.0,2022-07-01,2022,7,1,389.49899999999997,671.455223880597,5.414036099999999,2.604153968253968e-07
CXTL11,3T2023,0.013300000000000001,0.0333,0.0697,0.0,10.0,0.71,22220000.0,53600.0,737.0,414.57,0.0,15760000.0,19380.0,2023-07-01,2023,7,1,294.3447,414.55223880597015,20.51582559,1.3017655831218272e-06
CXTL11,4T2017,0.0042,0.0171,0.0521,0.0,3.0,0.62,51850000.0,53600.0,740.0,967.32,0.25,32159999.999999996,20810.0,2017-10-01,2017,10,1,599.7384000000001,967.3507462686567,31.246370640000006,9.715911268656718e-07
CXTL11,4T2018,0.005600000000000001,0.0106,0.0215,0.97,4.0,0.65,37840000.0,53600.0,626.0,705.96,0.5,24710000.0,19120.0,2018-10-01,2018,10,1,458.874,705.9701492537314,9.865791,3.9926309186564145e-07
CXTL11,4T2019,0.0046,0.0116,0.0375,0.03,2.0,0.51,41150000.0,53600.0,573.0,767.7,0.25,20900000.0,7410.0,2019-10-01,2019,10,1,391.52700000000004,767.723880597015,14.6822625,7.025005980861244e-07
CXTL11,4T2021,0.0059,0.0059,0.0697,0.0,6.0,0.43,37040000.0,53600.0,676.0,691.16,0.67,15840000.0,6890.0,2021-10-01,2021,10,1,297.1988,691.044776119403,20.71475636,1.3077497702020202e-06
CXTL11,4T2022,0.0124,0.2026,0.0148,0.0,10.0,0.9,26240000.0,53600.0,604.0,489.5,0.0,23530000.0,26650.0,2022-10-01,2022,10,1,440.55,489.55223880597015,6.5201400000000005,2.770990225244369e-07
CXTL11,4T2023,0.0076,0.0339,0.0924,0.0,7.0,0.57,22990000.0,53600.0,700.0,428.97,0.0,13080000.0,11030.0,2023-10-01,2023,10,1,244.5129,428.9179104477612,22.59299196,1.7272929633027522e-06
CYCR11,1T2022,0.0031,0.08380000000000001,0.08460000000000001,0.0,28.0,1.04,61040000.0,639100.0,258.0,95.51,0.0,63590000.0,25960.0,2022-01-01,2022,1,1,99.33040000000001,95.50930996714129,8.403351840000003,1.321489517219689e-07
CYCR11,2T2021,0.0004,1.0003,0.0,0.0,0.0,0.0,27640000.0,276600.0,5.0,99.9,0.0,0.0,0.0,2021-04-01,2021,4,1,0.0,99.92769342010124,0.0,
CYCR11,2T2022,0.0028000000000000004,0.5285,0.1197,0.0,16.0,1.06,157350000.0,1600000.0,2147.0,96.44,0.0,166420000.0,30010.0,2022-04-01,2022,4,1,102.2264,98.34375,12.236500079999999,7.352782165605095e-08
CYCR11,3T2021,0.0029,0.0574,0.0,0.0,0.0,0.0,50810000.0,530000.0,16.0,95.86,0.0,0.0,0.0,2021-07-01,2021,7,1,0.0,95.86792452830188,0.0,
CYCR11,3T2022,0.005600000000000001,0.24670000000000003,0.17379999999999998,0.0,547.0,0.9,155730000.0,1600000.0,2212.0,95.73,0.0,140300000.0,266500.0,2022-07-01,2022,7,1,86.15700000000001,97.33125,14.9740866,1.0672905630791161e-07
CYCR11,4T2021,0.0052,0.1702,0.036699999999999997,0.0,7.0,1.09,57740000.0,610300.0,86.0,94.68,0.0,62860000.0,42880.0,2021-10-01,2021,10,1,103.20120000000001,94.60920858594135,3.7874840400000003,6.025268915049316e-08
DCRA11,1T2022,0.0017000000000000001,0.0758,0.0,0.0,133.0,1.02,65140000.0,6700000.0,2691.0,9.67,0.0,66379999.99999999,144100.0,2022-01-01,2022,1,1,9.8634,9.722388059701492,0.0,0.0
DCRA11,1T2024,0.003,0.1531,0.1718,0.0,966.0,0.9,64709999.99999999,6700000.0,18813.0,9.6,0.0,58090000.0,230690.0,2024-01-01,2024,1,1,8.64,9.658208955223879,1.4843520000000001,2.5552625236701673e-08
DCRA11,2T2022,0.003,0.0361,0.059699999999999996,0.0,251.0,1.02,64870000.00000001,6700000.0,4884.0,9.63,0.0,65910000.0,242500.0,2022-04-01,2022,4,1,9.822600000000001,9.682089552238807,0.5864092200000001,8.897120619025945e-09
DCRA11,2T2023,0.0044,0.0832,0.18899999999999997,0.0,997.0,0.95,64900000.00000001,6700000.0,15923.0,9.63,0.0,61590000.0,222770.0,2023-04-01,2023,4,1,9.1485,9.686567164179106,1.7290664999999998,2.807381880175353e-08
DCRA11,2T2024,0.0039000000000000003,0.20879999999999999,0.16620000000000001,0.0,617.0,0.86,64230000.00000001,6700000.0,17927.0,9.53,0.0,55330000.0,124790.0,2024-04-01,2024,4,1,8.1958,9.586567164179106,1.3621419600000002,2.4618506416049162e-08
DCRA11,3T2022,0.0022,0.025699999999999997,0.11130000000000001,0.0,441.0,1.01,64900000.00000001,6800000.0,8460.0,9.6,0.0,65760000.00000001,282800.0,2022-07-01,2022,7,1,9.696,9.544117647058824,1.0791648,1.6410656934306567e-08
DCRA11,3T2023,0.0032,0.0716,0.1772,0.0,987.0,0.96,64730000.00000001,6700000.0,18748.0,9.6,0.0,62270000.0,284990.0,2023-07-01,2023,7,1,9.216,9.661194029850748,1.6330752,2.6225713826882927e-08
DCRA11,4T2023,0.0044,0.1243,0.1761,0.0,781.0,0.93,64849999.99999999,6700000.0,19189.0,9.62,0.0,60380000.0,212340.0,2023-10-01,2023,10,1,8.9466,9.67910447761194,1.57549626,2.609301523683339e-08
DEVA11,1T2022,0.0049,0.0347,0.2004,0.0,4.805,1.02,,13900000.0,92802.0,96.94,0.0,,5950000.0,2022-01-01,2022,1,1,98.8788,,19.815311519999998,
DEVA11,1T2024,0.0003,0.0381,0.17190000000000003,0.0,2.558,0.43,,14000000.0,115328.0,98.45,0.0,598310000.0,1290000.0,2024-01-01,2024,1,1,42.3335,,7.277128650000001,1.2162806321137873e-08
DEVA11,2T2022,0.0067,0.0154,0.19519999999999998,0.0,4.189,1.01,,13900000.0,110099.0,98.61,0.0,,4179999.9999999995,2022-04-01,2022,4,1,99.5961,,19.44115872,
DEVA11,2T2023,0.003,0.0345,0.2404,0.0,5.302,0.64,,14000000.0,137009.0,94.9,0.0,852250000.0,3200000.0,2023-04-01,2023,4,1,60.736000000000004,,14.600934400000002,1.7132219888530363e-08
DEVA11,2T2024,0.0001,0.0242,0.16820000000000002,0.0,2.413,0.41,,14000000.0,109126.0,97.1,0.0,555050000.0,1580000.0,2024-04-01,2024,4,1,39.81099999999999,,6.6962101999999994,1.2064156742635797e-08
DEVA11,3T2021,0.0044,0.031400000000000004,0.2328,0.0,4.025,1.04,,10900000.0,52339.0,98.2,0.0,,5220000.0,2021-07-01,2021,7,1,102.128,,23.7753984,
DEVA11,3T2022,0.0051,0.044000000000000004,0.268,0.0,3.635,0.94,,13900000.0,124361.0,100.21,0.0,,3600000.0,2022-07-01,2022,7,1,94.19739999999999,,25.2449032,
DEVA11,3T2023,0.0017000000000000001,0.0349,0.2526,0.0,3.832,0.41,,14000000.0,131028.0,97.15,0.0,562080000.0,2260000.0,2023-07-01,2023,7,1,39.8315,,10.061436899999999,1.7900364538855678e-08
DEVA11,4T2022,0.0036,0.057,0.23399999999999999,0.0,3.515,0.86,,14000000.0,129230.0,101.3,0.0,,3150000.0,2022-10-01,2022,10,1,87.118,,20.385612,
DEVA11,4T2023,0.0023,0.0265,0.21230000000000002,0.0,3.661,0.43,,14000000.0,124070.0,100.24,0.0,606740000.0,1780000.0,2023-10-01,2023,10,1,43.103199999999994,,9.15080936,1.5081928602037117e-08
DVFF11,1T2022,0.0026,0.10369999999999999,0.1008,0.0,12.0,0.83,100660000.0,1100000.0,250.0,91.43,0.0,83560000.0,20140.0,2022-01-01,2022,1,1,75.8869,91.50909090909092,7.649399519999999,9.154379511728099e-08
DVFF11,1T2024,0.0023,0.0727,0.8332999999999999,0.0,649.0,0.86,102070000.0,11000000.0,1592.0,9.27,0.0,87860000.0,161370.0,2024-01-01,2024,1,1,7.9722,9.27909090909091,6.64323426,7.561158957432278e-08
DVFF11,2T2021,0.0012,0.1222,0.0,0.0,0.0,0.0,58760000.0,617000.0,161.0,95.24,0.0,0.0,0.0,2021-04-01,2021,4,1,0.0,95.23500810372771,0.0,
DVFF11,2T2023,0.0027,0.0684,0.1251,0.0,129.0,0.85,105050000.0,1100000.0,711.0,95.41,0.0,89180000.0,124300.0,2023-04-01,2023,4,1,81.0985,95.5,10.145422349999999,1.1376342621664049e-07
DVFF11,2T2024,0.0025,0.0757,0.5916,0.0,475.0,0.85,97150000.0,11000000.0,1674.0,8.82,0.0,82680000.0,45820.0,2024-04-01,2024,4,1,7.497,8.831818181818182,4.4352252,5.3643265602322205e-08
DVFF11,3T2021,0.0039000000000000003,0.0387,0.0206,0.0,14.0,1.03,101500000.0,1100000.0,344.0,92.19,0.0,104480000.0,519270.0,2021-07-01,2021,7,1,94.9557,92.27272727272727,1.9560874199999998,1.872212308575804e-08
DVFF11,3T2023,0.0036,0.0768,0.11710000000000001,0.0,212.0,0.89,104230000.0,1100000.0,734.0,94.67,0.0,93020000.0,81250.0,2023-07-01,2023,7,1,84.2563,94.75454545454545,9.86641273,1.0606764921522254e-07
DVFF11,4T2021,0.012199999999999999,0.1889,0.051399999999999994,0.0,38.0,1.03,103010000.0,1100000.0,232.0,93.57,0.0,106560000.0,270980.0,2021-10-01,2021,10,1,96.3771,93.64545454545454,4.953782939999999,4.648820326576576e-08
DVFF11,4T2023,0.003,0.06309999999999999,1.0825,0.0,326.0,0.88,103150000.0,11000000.0,1208.0,9.37,0.0,91160000.0,95820.0,2023-10-01,2023,10,1,8.2456,9.377272727272727,8.925862,9.791423870118473e-08
EDGA11,1T2017,0.0016,0.0058,0.0,0.23,0.0,0.0,319220000.0,3800000.0,3916.0,83.74,0.35,0.0,0.0,2017-01-01,2017,1,1,0.0,84.00526315789473,0.0,
EDGA11,1T2018,0.0015,0.0042,0.037599999999999995,0.19,96.0,0.59,310210000.0,3800000.0,4954.0,81.38,0.26,182290000.0,141040.0,2018-01-01,2018,1,1,48.014199999999995,81.63421052631578,1.8053339199999996,9.903636622963408e-09
EDGA11,1T2019,0.0017000000000000001,0.0054,0.06559999999999999,0.17,106.0,0.56,326170000.0,3800000.0,5412.0,85.56,0.2,182980000.0,185300.0,2019-01-01,2019,1,1,47.9136,85.83421052631579,3.14313216,1.7177462892119357e-08
EDGA11,1T2020,0.0019,0.006999999999999999,0.0866,0.0,169.0,0.44,299910000.0,3800000.0,7017.0,78.67,0.31,133419999.99999999,311420.0,2020-01-01,2020,1,1,34.6148,78.92368421052632,2.99764168,2.2467708589416882e-08
EDGA11,1T2021,0.0017000000000000001,0.0046,0.0747,0.24,153.0,0.34,300070000.0,3800000.0,7629.0,78.72,0.46,103230000.0,97960.0,2021-01-01,2021,1,1,26.7648,78.96578947368421,1.9993305600000002,1.936772798605057e-08
EDGA11,1T2022,0.0022,0.011899999999999999,0.0883,0.06,121.0,0.29,252350000.0,3800000.0,6533.0,66.2,0.5,74140000.0,52980.0,2022-01-01,2022,1,1,19.198,66.40789473684211,1.6951834000000001,2.286462638251956e-08
EDGA11,1T2023,0.0023,0.0124,0.08220000000000001,0.74,213.0,0.32,233530000.0,3800000.0,5796.0,61.26,0.41,74750000.0,56030.0,2023-01-01,2023,1,1,19.6032,61.455263157894734,1.6113830400000002,2.15569637458194e-08
EDGA11,1T2024,0.0011,0.0154,0.028399999999999998,0.0,67.0,0.32,239880000.0,3800000.0,4898.0,62.93,0.28,75970000.0,23720.0,2024-01-01,2024,1,1,20.1376,63.126315789473686,0.57190784,7.52807476635514e-09
EDGA11,2T2017,0.0033,0.006500000000000001,0.006,0.23,69.0,0.57,319260000.0,3800000.0,4020.0,83.75,0.35,183360000.0,174850.0,2017-04-01,2017,4,1,47.7375,84.01578947368421,0.286425,1.5620909685863873e-09
EDGA11,2T2018,0.0026,0.0048,0.0475,0.29,150.0,0.49,310480000.0,3800000.0,4911.0,81.45,0.2,152440000.0,129830.00000000001,2018-04-01,2018,4,1,39.9105,81.70526315789473,1.8957487499999999,1.2436032209393858e-08
EDGA11,2T2019,0.0027,0.005600000000000001,0.0717,0.23,81.0,0.57,326350000.0,3800000.0,5468.0,85.61,0.12,187550000.0,158240.0,2019-04-01,2019,4,1,48.7977,85.88157894736842,3.4987950899999998,1.8655265742468675e-08
EDGA11,2T2020,0.0014000000000000002,0.005600000000000001,0.0764,0.14,167.0,0.44,301030000.0,3800000.0,7548.0,78.97,0.22,131940000.0,124070.0,2020-04-01,2020,4,1,34.7468,79.21842105263158,2.65465552,2.0120172199484613e-08
EDGA11,2T2021,0.0015,0.0064,0.0819,0.1,201.0,0.33,300290000.0,3800000.0,7382.0,78.77,0.48,98580000.0,90490.0,2021-04-01,2021,4,1,25.9941,79.02368421052631,2.12891679,2.1595828667072428e-08
EDGA11,2T2022,0.0022,0.0083,0.0964,0.35,137.0,0.27,252300000.0,3800000.0,6372.0,66.19,0.5,68310000.0,44180.0,2022-04-01,2022,4,1,17.8713,66.39473684210526,1.72279332,2.522022134387352e-08
EDGA11,2T2023,0.0023,0.0101,0.07519999999999999,0.72,104.0,0.32,233490000.0,3800000.0,5672.0,61.25,0.29,74340000.0,35030.0,2023-04-01,2023,4,1,19.6,61.444736842105264,1.47392,1.982674199623352e-08
EDGA11,2T2024,0.0009,0.011200000000000002,0.011200000000000002,0.0,162.0,0.3,238810000.0,3800000.0,4677.0,62.65,0.25,71210000.0,25860.0,2024-04-01,2024,4,1,18.794999999999998,62.84473684210526,0.210504,2.9561016711136076e-09
EDGA11,3T2017,0.0017000000000000001,0.0052,0.0199,0.28,368.0,0.58,319530000.0,3800000.0,4410.0,83.82,0.35,186410000.0,185180.0,2017-07-01,2017,7,1,48.61559999999999,84.08684210526316,0.9674504399999999,5.189906335497022e-09
EDGA11,3T2018,-0.0016,0.009300000000000001,0.047400000000000005,0.28,75.0,0.46,310790000.0,3800000.0,5042.0,81.53,0.2,142000000.0,139500.0,2018-07-01,2018,7,1,37.503800000000005,81.78684210526316,1.7776801200000005,1.2518874084507047e-08
EDGA11,3T2019,0.0021,0.0046,0.08259999999999999,0.24,165.0,0.54,326770000.0,3800000.0,5630.0,85.72,0.13,175350000.0,196980.0,2019-07-01,2019,7,1,46.2888,85.9921052631579,3.82345488,2.1804704191616767e-08
EDGA11,3T2020,0.0013,0.0074,0.0776,0.0,218.0,0.38,300280000.0,3800000.0,7884.0,78.77,0.42,114550000.0,163100.0,2020-07-01,2020,7,1,29.932599999999997,79.02105263157895,2.32276976,2.0277344041903098e-08
EDGA11,3T2021,0.0018,0.0052,0.08539999999999999,0.11,121.0,0.31,300270000.0,3800000.0,7182.0,78.77,0.49,92750000.0,48770.0,2021-07-01,2021,7,1,24.418699999999998,79.01842105263158,2.0853569799999994,2.2483633207547163e-08
EDGA11,3T2022,0.0023,0.0084,0.08789999999999999,0.35,158.0,0.27,252180000.0,3800000.0,6243.0,66.15,0.54,68690000.0,41040.0,2022-07-01,2022,7,1,17.860500000000002,66.36315789473684,1.56993795,2.2855407628475758e-08
EDGA11,3T2023,0.0021,0.0125,0.0677,0.0,100.0,0.33,233410000.0,3800000.0,5389.0,61.23,0.29,75860000.0,34370.0,2023-07-01,2023,7,1,20.2059,61.42368421052632,1.3679394299999998,1.803242064329027e-08
EDGA11,4T2017,0.0017000000000000001,0.0069,0.0294,0.27,281.0,0.53,312800000.0,3800000.0,4814.0,82.06,0.33,166970000.0,164390.0,2017-10-01,2017,10,1,43.491800000000005,82.3157894736842,1.27865892,7.65801593100557e-09
EDGA11,4T2018,0.0001,0.0078000000000000005,0.0594,0.29,83.0,0.51,326110000.0,3800000.0,5013.0,85.55,0.2,165820000.0,130130.0,2018-10-01,2018,10,1,43.6305,85.81842105263158,2.5916517,1.562930707996623e-08
EDGA11,4T2019,0.0011,0.0075,0.057800000000000004,0.24,231.0,0.76,299850000.0,3800000.0,5973.0,78.66,0.29,226860000.0,258279.99999999997,2019-10-01,2019,10,1,59.7816,78.90789473684211,3.45537648,1.5231316582914572e-08
EDGA11,4T2020,0.0013,0.009300000000000001,0.0681,0.05,148.0,0.39,300890000.0,3800000.0,7601.0,78.93,0.46,117790000.0,96010.0,2020-10-01,2020,10,1,30.782700000000002,79.18157894736842,2.09630187,1.7796942609729178e-08
EDGA11,4T2021,0.0019,0.011699999999999999,0.08349999999999999,0.09,89.0,0.35,252490000.0,3800000.0,6819.0,66.23,0.5,87980000.0,43030.0,2021-10-01,2021,10,1,23.1805,66.44473684210526,1.9355717499999996,2.2000133553080242e-08
EDGA11,4T2022,0.0028000000000000004,0.011000000000000001,0.08449999999999999,0.37,119.0,0.31,233690000.0,3800000.0,6060.0,61.3,0.43,72620000.0,32960.0,2022-10-01,2022,10,1,19.003,61.497368421052634,1.6057534999999998,2.211172541999449e-08
EDGA11,4T2023,0.0018,0.0125,0.044000000000000004,0.0,143.0,0.34,239020000.0,3800000.0,5148.0,62.7,0.28,81690000.0,28430.0,2023-10-01,2023,10,1,21.318,62.9,0.9379920000000002,1.1482335659199415e-08
EGAF11,1T2024,0.0038,0.0014000000000000002,0.1791,0.0,1.173,0.96,308930000.0,3100000.0,12636.0,98.64,0.0,295340000.0,966370.0,2024-01-01,2024,1,1,94.6944,99.65483870967742,16.959767040000003,5.742455149996615e-08
EGAF11,2T2022,0.0027,0.0385,0.0579,0.0,28.0,1.01,30140000.0,301600.0,946.0,99.94,0.0,30490000.0,78780.0,2022-04-01,2022,4,1,100.93939999999999,99.93368700265252,5.844391259999999,1.9168223220728106e-07
EGAF11,2T2023,0.0038,0.0812,0.24670000000000003,0.0,284.0,1.02,187340000.0,1900000.0,5023.0,99.18,0.0,190210000.0,435330.0,2023-04-01,2023,4,1,101.1636,98.6,24.957060120000005,1.3120792871037278e-07
EGAF11,2T2024,0.0043,0.0723,0.1696,0.0,769.0,0.93,308970000.0,3100000.0,12156.0,98.65,0.0,286230000.0,573990.0,2024-04-01,2024,4,1,91.74450000000002,99.66774193548387,15.559867200000003,5.436141284980611e-08
EGAF11,3T2022,0.0089,0.0034999999999999996,0.1258,0.0,52.0,0.99,31230000.0,301600.0,1560.0,103.53,0.0,31010000.0,150140.0,2022-07-01,2022,7,1,102.4947,103.54774535809018,12.89383326,4.1579597742663654e-07
EGAF11,3T2023,0.0039000000000000003,0.0537,0.22440000000000002,0.0,480.0,1.02,186720000.0,1900000.0,7402.0,98.85,0.0,190740000.0,799570.0,2023-07-01,2023,7,1,100.827,98.27368421052631,22.6255788,1.1862e-07
EGAF11,4T2022,0.0032,0.0555,0.1765,0.0,56.0,1.02,93810000.0,930100.0,1932.0,100.86,0.0,96030000.0,228730.0,2022-10-01,2022,10,1,102.8772,100.86012256746587,18.157825799999998,1.8908492970946578e-07
EGAF11,4T2023,0.0086,0.084,0.2137,0.0,728.0,1.0,309420000.0,3100000.0,12574.0,98.79,0.0,310810000.0,932320.0,2023-10-01,2023,10,1,98.79,99.81290322580645,21.111423000000002,6.792388597535472e-08
EGYR11,1T2021,0.0013,0.0001,0.0,0.0,0.0,0.0,93170000.0,29800000.0,1.0,3.13,0.0,0.0,0.0,2021-01-01,2021,1,1,0.0,3.126510067114094,0.0,
EGYR11,1T2022,0.0,0.0012,0.0,0.0,361.0,0.23,93460000.0,7500000.0,31.0,12.47,0.0,21210000.0,62730.0,2022-01-01,2022,1,1,2.8681,12.461333333333334,0.0,0.0
EGYR11,1T2024,0.0011,0.0,0.0,0.0,36.0,0.04,93060000.0,755300.0,45.0,123.22,0.0,3620000.0,1830.0,2024-01-01,2024,1,1,4.9288,123.20932079968225,0.0,0.0
EGYR11,2T2021,0.0046,0.0006,0.0,0.0,0.0,0.0,93220000.0,29800000.0,21.0,3.13,0.0,0.0,0.0,2021-04-01,2021,4,1,0.0,3.128187919463087,0.0,
EGYR11,2T2022,0.0015,0.0,0.0,0.0,145.0,0.14,93370000.0,7500000.0,52.0,12.45,0.0,13270000.0,19460.0,2022-04-01,2022,4,1,1.743,12.449333333333334,0.0,0.0
EGYR11,2T2024,0.0019,0.0,0.0,0.0,48.0,0.03,93030000.0,756500.0,45.0,122.98,0.0,2420000.0,1000.0,2024-04-01,2024,4,1,3.6894,122.97422339722405,0.0,0.0
EGYR11,3T2021,0.0012,0.0002,0.0,0.0,1.0,1.0,93190000.0,7500000.0,26.0,12.49,0.0,93040000.0,290.0,2021-07-01,2021,7,1,12.49,12.425333333333333,0.0,0.0
EGYR11,3T2022,0.0019,0.0,0.0,0.0,195.0,0.13,93320000.0,7500000.0,50.0,12.43,0.0,12020000.0,9450.0,2022-07-01,2022,7,1,1.6159000000000001,12.442666666666666,0.0,0.0
EGYR11,3T2023,0.0003,0.0,0.0,0.0,204.0,0.07,93310000.0,755200.0,45.0,123.55,0.0,6320000.0,26920.0,2023-07-01,2023,7,1,8.6485,123.55667372881356,0.0,0.0
EGYR11,4T2021,0.0009,0.0,0.0,0.0,31.0,0.11,93160000.0,7500000.0,42.0,12.47,0.0,10610000.0,8910.0,2021-10-01,2021,10,1,1.3717000000000001,12.421333333333333,0.0,0.0
EGYR11,4T2022,0.0017000000000000001,0.0,0.0,0.0,175.0,0.1,93280000.0,7500000.0,63.0,12.4,0.0,9100000.0,12690.0,2022-10-01,2022,10,1,1.2400000000000002,12.437333333333333,0.0,0.0
EGYR11,4T2023,0.0016,0.0,0.0,0.0,50.0,0.05,93160000.0,755300.0,45.0,123.35,0.0,4240000.0,2760.0,2023-10-01,2023,10,1,6.1675,123.34171852244141,0.0,0.0
EQIR11,1T2022,0.0032,0.0246,0.057999999999999996,0.0,7.0,0.98,51240000.0,502500.0,125.0,101.97,0.0,50030000.0,7940.0,2022-01-01,2022,1,1,99.9306,101.97014925373135,5.7959748,1.1584998600839495e-07
EQIR11,1T2023,0.0032,0.0527,0.1855,0.0,326.0,0.87,49570000.0,5000000.0,3269.0,9.87,0.0,42960000.0,38390.0,2023-01-01,2023,1,1,8.5869,9.914,1.59286995,3.707797835195531e-08
EQIR11,1T2024,0.0031,0.0658,0.1461,0.0,982.0,0.89,108890000.0,10900000.0,11336.0,9.98,0.0,97090000.0,418480.0,2024-01-01,2024,1,1,8.882200000000001,9.989908256880733,1.2976894200000002,1.3365840148315997e-08
EQIR11,2T2022,0.0034000000000000002,0.0579,0.10529999999999999,0.0,7.0,0.93,50870000.0,502500.0,176.0,101.23,0.0,47490000.0,8260.0,2022-04-01,2022,4,1,94.1439,101.23383084577114,9.91335267,2.0874610802274162e-07
EQIR11,2T2023,0.0031,0.037599999999999995,0.1745,0.0,1.188,0.87,50720000.0,5000000.0,4502.0,10.09,0.0,43970000.0,60890.0,2023-04-01,2023,4,1,8.7783,10.144,1.53181335,3.483769274505345e-08
EQIR11,2T2024,0.0034000000000000002,0.0351,0.135,0.0,978.0,0.93,106010000.0,10900000.0,11722.0,9.72,0.0,98070000.0,334830.0,2024-04-01,2024,4,1,9.039600000000002,9.725688073394496,1.2203460000000004,1.2443621902722548e-08
EQIR11,3T2021,0.001,0.0827,0.0,0.0,0.0,0.0,47150000.0,472500.0,21.0,99.79,0.0,0.0,0.0,2021-07-01,2021,7,1,0.0,99.78835978835978,0.0,
EQIR11,3T2022,0.0033,0.079,0.1424,0.0,12.0,0.99,49860000.0,5000000.0,239.0,9.92,0.0,49250000.0,16700.0,2022-07-01,2022,7,1,9.8208,9.972,1.39848192,2.8395571979695433e-08
EQIR11,3T2023,0.0033,0.024399999999999998,0.1502,0.0,1.726,1.0,48810000.0,5000000.0,9835.0,9.71,0.0,48940000.0,188740.0,2023-07-01,2023,7,1,9.71,9.762,1.4584420000000002,2.9800612995504706e-08
EQIR11,4T2021,0.003,0.0158,0.0147,0.0,5.0,0.98,51380000.0,502500.0,77.0,102.25,0.0,50250000.0,9910.0,2021-10-01,2021,10,1,100.205,102.24875621890547,1.4730135,2.931370149253731e-08
EQIR11,4T2022,0.0033,0.039,0.1704,0.0,171.0,0.98,49070000.0,5000000.0,2046.0,9.76,0.0,47990000.0,137680.0,2022-10-01,2022,10,1,9.5648,9.814,1.62984192,3.396211544071682e-08
EQIR11,4T2023,0.0017000000000000001,0.1475,0.14550000000000002,0.0,364.0,0.97,109220000.0,10900000.0,11036.0,10.01,0.0,106040000.0,116180.0,2023-10-01,2023,10,1,9.7097,10.020183486238532,1.4127613500000002,1.3322909751037347e-08
EURO11,1T2017,0.0034000000000000002,0.0433,0.0501,0.0,8.0,0.63,122620000.0,383900.0,679.0,319.38,0.25,77560000.0,68280.0,2017-01-01,2017,1,1,201.2094,319.40609533732743,10.080590939999999,1.299715180505415e-07
EURO11,1T2018,0.0022,0.0101,0.0872,0.06,31.0,0.64,119030000.0,383900.0,1246.0,310.03,0.04,76400000.0,122210.0,2018-01-01,2018,1,1,198.4192,310.0547017452462,17.30215424,2.2646798743455497e-07
EURO11,1T2019,0.0072,0.0118,0.1039,0.34,31.0,0.49,122710000.0,383900.0,1313.0,319.6,0.17,59700000.0,67430.0,2019-01-01,2019,1,1,156.604,319.6405313883824,16.271155600000004,2.725486700167505e-07
EURO11,1T2020,0.0037,0.012,0.1253,0.0,30.0,0.52,117750000.0,383900.0,1885.0,306.69,0.05,61810000.0,49200.0,2020-01-01,2020,1,1,159.4788,306.72050013024227,19.98269364,3.232922446206116e-07
EURO11,1T2021,0.0017000000000000001,0.0197,0.08789999999999999,0.0,43.0,0.72,108780000.0,383900.0,2317.0,283.32,0.0,78750000.0,224400.0,2021-01-01,2021,1,1,203.9904,283.3550403750977,17.930756159999998,2.2769214171428569e-07
EURO11,1T2022,0.0014000000000000002,0.0172,0.10859999999999999,0.0,63.0,0.69,120000000.0,383900.0,2619.0,312.55,0.0,82880000.0,122350.0,2022-01-01,2022,1,1,215.65949999999998,312.5814014066163,23.420621699999995,2.8258472128378373e-07
EURO11,1T2023,0.0017000000000000001,0.016,0.1085,0.0,50.0,0.71,124810000.0,383900.0,2489.0,325.08,0.0,88310000.0,72380.0,2023-01-01,2023,1,1,230.80679999999998,325.1107059129982,25.042537799999998,2.835753346166912e-07
EURO11,1T2024,0.0031,0.0155,0.0929,0.0,57.0,0.74,129580000.00000001,383900.0,2329.0,337.51,0.0,95980000.0,53430.0,2024-01-01,2024,1,1,249.7574,337.5358166189112,23.20246246,2.417426803500729e-07
EURO11,2T2017,0.0075,0.039,0.0638,0.33,4.0,0.61,121000000.0,383900.0,659.0,315.17,0.25,74090000.0,44650.0,2017-04-01,2017,4,1,192.2537,315.1862464183381,12.26578606,1.65552518018626e-07
